"Plenty of Pets","Comics and Stories",106,1949,7,1949,1,27
"Voodoo Hoodoo","Four Color",238,1949,8,1949,3,3
"Slippery Shine","Four Color",238,1949,8,1949,3,17
"Fractious Fun","Four Color",238,1949,8,1949,3,17
"King-Size Cone","Four Color",238,1949,8,1949,3,17
"Super Snooper","Comics and Stories",107,1949,8,1949,3,22
"The Great Duckburg Frog-Jumping Contest","Comics and Stories",108,1949,9,1949,4,14
"Dowsing Ducks","Comics and Stories",109,1949,10,1949,4,28
"The Goldilocks Gambit","Comics and Stories",110,1949,11,1949,5,12
"Letter to Santa","Christmas Parade",1,1949,11,1949,6,1
"No Noise is Good Noise","Christmas Parade",1,1949,11,1949,6,1
"Luck of the North","Four Color",256,1949,12,1949,6,29
"New Toys","Firestone Giveaway",49,1949,12,1949,7,7
"Toasty Toys","Four Color",256,1949,12,1949,7,21
"No Place to Hide","Four Color",256,1949,12,1949,7,21
"Tied-Down Tools","Four Color",256,1949,12,1949,7,21
"Donald's Love Letters","Comics and Stories",111,1949,12,1949,8,4
"Rip Van Donald","Comics and Stories",112,1950,1,1949,8,24
"Trail of the Unicorn","Four Color",263,1950,2,1949,9,8
"Land of the Totem Poles","Four Color",263,1950,2,1949,9,29
"Noise Nullifier","Four Color",263,1950,2,1949,10,6
"Matinee Madness","Four Color",263,1950,2,1949,10,6
"A Fetching Price","Four Color",263,1950,2,1949,10,6
"Serum to Codfish Cove","Comics and Stories",114,1950,3,1949,10,13
"Wild about Flowers","Comics and Stories",117,1950,6,1949,10,27
"In Ancient Persia","Four Color",275,1950,5,1949,11,23
"Vacation Time","Vacation Parade",1,1950,7,1950,1,5
"Donald's Grandma Duck","Vacation Parade",1,1950,7,1950,1,19
"Camp Counselor","Vacation Parade",1,1950,7,1950,1,27
"The Pixilated Parrot","Four Color",282,1950,7,1950,2,23
"The Magic Hourglass","Four Color",291,1950,9,1950,3,16
"Big-Top Bedlam","Four Color",300,1950,11,1950,4,20
"You Can't Guess","Christmas Parade",2,1950,11,1950,5,24
"Dangerous Disguise","Four Color",308,1951,1,1950,6,29
"No Such Varmint","Four Color",318,1951,3,1950,7,27
"Billions to Sneeze At","Comics and Stories",124,1951,1,1950,8,10
"Operation St. Bernard","Comics and Stories",125,1951,2,1950,8,31
"A Financial Fable","Comics and Stories",126,1951,3,1950,9,14
"The April Foolers","Comics and Stories",127,1951,4,1950,9,28
"In Old California!","Four Color",328,1951,5,1950,11,2
"Knightly Rivals","Comics and Stories",128,1951,5,1950,11,30
"Pool Sharks","Comics and Stories",129,1951,6,1950,12,7
"The Trouble With Dimes","Comics and Stories",130,1951,7,1950,12,28
"Gladstone's Luck","Comics and Stories",131,1951,8,1951,1,11
"Ten-Star Generals","Comics and Stories",132,1951,9,1951,1,25
"A Christmas for Shacktown","Four Color",367,1952,1,1951,3,15
"Attic Antics","Comics and Stories",132,1951,9,1951,3,29
"The Truant Nephews","Comics and Stories",133,1951,10,1951,4,12
"Terror of the Beagle Boys","Comics and Stories",134,1951,11,1951,5,5
"Talking Parrot","Four Color",356,1951,11,1951,5,24
"Treeing Off","Four Color",367,1952,1,1951,5,24
"Christmas Kiss","Four Color",367,1952,1,1951,5,24
"Projecting Desires","Four Color",367,1952,1,1951,5,24
"The Big Bin on Killmotor Hill","Comics and Stories",135,1951,12,1951,5,31
"Gladstone's Usual Very Good Year","Comics and Stories",136,1952,1,1951,6,7
"The Screaming Cowboy","Comics and Stories",137,1952,2,1951,6,21
"Statuesque Spendthrifts","Comics and Stories",138,1952,3,1951,7,12
"Rocket Wing Saves the Day","Comics and Stories",139,1952,4,1951,7,26
"Gladstone's Terrible Secret","Comics and Stories",140,1952,5,1951,8,23
"Only a Poor Old Man","Four Color",386,1952,3,1951,9,27
"Osogood Silver Polish","Four Color",386,1952,3,1951,9,27
"Coffee for Two","Four Color",386,1952,3,1951,9,27
"Soupline Eight","Four Color",386,1952,3,1951,9,27
"The Think Box Bollix","Comics and Stories",141,1952,6,1951,10,18
"The Golden Helmet","Four Color",408,1952,7,1951,12,3
"Full-Service Windows","Four Color",408,1952,7,1952,1,3
"Rigged-Up Roller","Four Color",408,1952,7,1952,1,3
"Awash in Success","Four Color",408,1952,7,1952,1,3
"Houseboat Holiday","Comics and Stories",142,1952,7,1952,1,10
"Gemstone Hunters","Comics and Stories",143,1952,8,1952,1,10
"The Gilded Man","Four Color",422,1952,9,1952,1,31
"Stable Prices","Four Color",422,1952,9,1952,1,31
"Armored Rescue","Four Color",422,1952,9,1952,1,31
"Crafty Corner","Four Color",422,1952,9,1952,1,31
"Spending Money","Comics and Stories",144,1952,9,1952,2,21
"The Hypno-Gun","Comics and Stories",145,1952,10,1952,3,6
"Trick or Treat","Donald Duck",26,1952,11,1952,3,31
"A Prank Above","Donald Duck",26,1952,11,1952,4,10
"Frightful Face","Donald Duck",26,1952,11,1952,4,10
"Hobblin' Goblins","Donald Duck",26,1952,11,1952,5,8
"Omelet","Comics and Stories",146,1952,11,1952,5,15
"A Charitable Chore","Comics and Stories",147,1952,12,1952,5,29
"Turkey with All the Schemings","Comics and Stories",148,1953,1,1952,6,12
"Flip Decision","Comics and Stories",149,1953,2,1952,6,30
"My Lucky Valentine","Comics and Stories",150,1953,3,1952,6,30
"Fare Delay","Four Color",456,1953,3,1952,8,28
"Somethin' Fishy Here","Four Color",456,1953,3,1952,9,-1
"Back to the Klondike","Four Color",456,1953,3,1952,9,18
"The Money Ladder","Four Color",456,1953,3,1952,10,16
"The Checker Game","Four Color",456,1953,3,1952,10,16
"The Easter Election","Comics and Stories",151,1953,4,1952,10,23
"The Talking Dog","Comics and Stories",152,1953,5,1952,10,30
"Worm Weary","Comics and Stories",153,1953,6,1952,11,27
"Much Ado about Quackly Hall","Comics and Stories",154,1953,7,1952,11,27
"Some Heir Over the Rainbow","Comics and Stories",155,1953,8,1952,12,24
"The Master Rainmaker","Comics and Stories",156,1953,9,1952,12,31
"The Money Stairs","Comics and Stories",157,1953,10,1953,1,15
"Billion Dollar Pigeon","Uncle Scrooge",7,1954,9,1953,2,25
"Temper Tampering","Uncle Scrooge",7,1954,9,1953,2,25
"Diner Dilemma","Uncle Scrooge",7,1954,9,1953,2,25
"The Horseradish Story","Four Color",495,1953,9,1953,2,26
"The Round Money Bin","Four Color",495,1953,9,1953,2,26
"Barber College","Four Color",495,1953,9,1953,2,26
"Follow the Rainbow","Four Color",495,1953,9,1953,2,26
"Itching to Share","Four Color",495,1953,9,1953,2,26
"Wispy Willie","Comics and Stories",159,1953,12,1953,4,6
"The Hammy Camel","Comics and Stories",160,1954,1,1953,4,23
"Ballet Evasions","Uncle Scrooge",4,1953,12,1953,5,21
"The Cheapest Weigh","Uncle Scrooge",4,1953,12,1953,5,21
"Bum Steer","Uncle Scrooge",4,1953,12,1953,5,21
"Bee Bumbles","Comics and Stories",158,1953,11,1953,5,26
"The Menehune Mystery","Uncle Scrooge",4,1953,12,1953,5,28
"Turkey Trot at One Whistle","Comics and Stories",162,1954,3,1953,6,25
"Raffle Reversal","Comics and Stories",163,1954,4,1953,7,2
"Fix-up Mix-up","Comics and Stories",161,1954,2,1953,7,9
"The Secret of Atlantis","Uncle Scrooge",5,1954,3,1953,7,30
"Hospitality Week","Uncle Scrooge",5,1954,3,1953,7,30
"McDuck Takes a Dive","Uncle Scrooge",5,1954,3,1953,7,30
"Slippery Sipper","Uncle Scrooge",5,1954,3,1953,7,30
"Flour Follies","Comics and Stories",164,1954,5,1953,8,27
"The Price of Fame","Comics and Stories",165,1954,6,1953,8,27
"Midgets Madness","Comics and Stories",166,1954,7,1953,9,17
"Salmon Derby","Comics and Stories",167,1954,8,1953,10,1
"Tralla La","Uncle Scrooge",6,1954,6,1953,10,29
"Oil the News","Uncle Scrooge",6,1954,6,1953,10,29
"Dig it!","Uncle Scrooge",6,1954,6,1953,10,29
"Mental Fee","Uncle Scrooge",6,1954,6,1953,10,29
"Outfoxed Fox","Uncle Scrooge",6,1954,6,1953,11,26
"Cheltenham's Choice","Comics and Stories",168,1954,9,1953,12,3
"Travelling Truants","Comics and Stories",169,1954,10,1954,1,7
"Rants about Ants","Comics and Stories",170,1954,11,1954,1,7
"The Seven Cities of Cibola","Uncle Scrooge",7,1954,9,1954,1,28
"Wrong Number","Uncle Scrooge",7,1954,9,1954,2,25
"Too Safe Safe","Comics and Stories",171,1954,12,1954,3,4
"Search for the Cuspidora","Comics and Stories",172,1955,1,1954,3,18
"New Year's Revolutions","Comics and Stories",173,1955,2,1954,3,25
"Iceboat to Beaver Island","Comics and Stories",174,1955,3,1954,4,22
"The Mysterious Stone Ray","Uncle Scrooge",8,1954,12,1954,5,20
"A Campaign of Note","Uncle Scrooge",8,1954,12,1954,6,10
"Cash on the Brain","Uncle Scrooge",8,1954,12,1954,6,10
"Classy Taxi!","Uncle Scrooge",8,1954,12,1954,6,10
"Blanket Investment","Uncle Scrooge",8,1954,12,1954,6,10
"The Daffy Taffy Pull","Comics and Stories",175,1955,4,1954,6,17
"The Tuckered Tiger","Uncle Scrooge",9,1955,3,1954,6,24
"Donald Duck Tells about Kites","Kites Giveaway",2,1954,11,1954,7,8
"The Lemming with the Locket","Uncle Scrooge",9,1955,3,1954,7,15
"Easy Mowing","Uncle Scrooge",9,1955,3,1954,7,22
"Ski Lift Letdown","Uncle Scrooge",9,1955,3,1954,7,22
"Cast of Thousands","Uncle Scrooge",9,1955,3,1954,7,22
"The Ghost Sheriff of Last Gasp","Comics and Stories",176,1955,5,1954,7,22
"A Descent Interval","Comics and Stories",177,1955,6,1954,7,29
"Secret of Hondorica","Donald Duck",46,1956,3,1954,9,30
"Dogcatcher Duck","Donald Duck",45,1956,1,1954,10,14
"Courtside Heating","Donald Duck",45,1956,1,1954,10,14
"Power Plowing","Donald Duck",45,1956,1,1954,10,14
"Remember This","Donald Duck",45,1956,1,1954,10,17
"The Fabulous Philosopher's Stone","Uncle Scrooge",10,1955,6,1954,10,28
"Heirloom Watch","Uncle Scrooge",10,1955,6,1954,11,11
"Donald's Raucous Role","Comics and Stories",178,1955,7,1954,11,26
"Good Canoes and Bad Canoes","Comics and Stories",179,1955,8,1954,11,26
"Deep Decision","Uncle Scrooge",10,1955,6,1954,12,9
"Smash Success","Uncle Scrooge",10,1955,6,1954,12,9
"Trouble Indemnity","Comics and Stories",180,1955,9,1955,1,6
"The Chickadee Challenge","Comics and Stories",181,1955,10,1955,1,6
"The Unorthodox Ox","Comics and Stories",182,1955,11,1955,1,6
"The Great Steamboat Race","Uncle Scrooge",11,1955,9,1955,2,3
"Come as You are","Uncle Scrooge",11,1955,9,1955,2,24
"Roundabout Handout","Uncle Scrooge",11,1955,9,1955,2,24
"Faulty Fortune","Uncle Scrooge",14,1956,6,1955,2,24
"Riches, Riches, Everywhere!","Uncle Scrooge",11,1955,9,1955,3,10
"The Custard Gun","Comics and Stories",183,1955,12,1955,3,17
"Three Un-Ducks","Comics and Stories",184,1956,1,1955,3,31
"Secret Resolutions","Comics and Stories",185,1956,2,1955,4,21
"The Ice Taxis","Comics and Stories",186,1956,3,1955,4,21
"Searching for a Successor","Comics and Stories",187,1956,4,1955,4,28
"The Olympic Hopeful","Comics and Stories",188,1956,5,1955,4,28
"The Golden Fleecing","Uncle Scrooge",12,1955,12,1955,6,2
"Watt an Occasion","Uncle Scrooge",12,1955,12,1955,6,2
"Doughnut Dare","Uncle Scrooge",12,1955,12,1955,6,2
"A Sweat Deal","Uncle Scrooge",12,1955,12,1955,6,2
"Gopher Goof-Ups","Comics and Stories",189,1956,6,1955,6,30
"In the Swim","Comics and Stories",190,1956,7,1955,7,14
"Land Beneath the Ground!","Uncle Scrooge",13,1956,3,1955,8,18
"Trapped Lightning","Uncle Scrooge",13,1956,3,1955,9,1
"The Art of Security","Uncle Scrooge",13,1956,3,1955,9,1
"Fashion Forecast","Uncle Scrooge",13,1956,3,1955,9,1
"Mush!","Uncle Scrooge",13,1956,3,1955,9,1
"Camping Confusion","Comics and Stories",191,1956,8,1955,9,1
"The Master","Comics and Stories",192,1956,9,1955,9,22
"A Whale of a Story","Comics and Stories",193,1956,10,1955,9,29
"Smoke Writer in the Sky","Comics and Stories",194,1956,11,1955,9,29
"Inventor of Anything","Uncle Scrooge",14,1956,6,1955,10,1
"The Lost Crown of Genghis Khan!","Uncle Scrooge",14,1956,6,1955,11,3
"Luncheon Lament","Uncle Scrooge",14,1956,6,1955,11,17
"The Runaway Train","Comics and Stories",195,1956,12,1955,11,23
"Gold Rush","Uncle Scrooge",14,1956,6,1955,12,8
"Fireflies are Free","Uncle Scrooge",14,1956,6,1955,12,8
"Early to Build","Uncle Scrooge",17,1957,3,1955,12,8
"Statues of Limitations","Comics and Stories",196,1957,1,1955,12,22
"Borderline Hero","Comics and Stories",197,1957,2,1956,1,5
"The Second-Richest Duck","Uncle Scrooge",15,1956,9,1956,2,2
"Migrating Millions","Uncle Scrooge",15,1956,9,1956,2,9
"The Cat Box","Uncle Scrooge",15,1956,9,1956,2,9
"China Shop Shakeup","Uncle Scrooge",17,1957,3,1956,2,13
"Buffo or Bust","Uncle Scrooge",15,1956,9,1956,2,23
"Pound for Sound","Uncle Scrooge",15,1956,9,1956,2,23
"Fertile Assets","Uncle Scrooge",16,1956,12,1956,2,23
"Grandma's Present","Christmas Parade",8,1956,12,1956,3,1
"Knight in Shining Armor","Comics and Stories",198,1957,3,1956,3,15
"Fearsome Flowers","Comics and Stories",214,1958,7,1956,3,15
"Donald's Pet Service","Comics and Stories",200,1957,5,1956,4,5
"Back to Long Ago!","Uncle Scrooge",16,1956,12,1956,4,26
"The Colossalest Surprise Quiz Show","Uncle Scrooge",16,1956,12,1956,5,17
"Forecasting Follies","Uncle Scrooge",16,1956,12,1956,5,17
"Backyard Bonanza","Uncle Scrooge",16,1956,12,1956,5,24
"All Season Hat","Donald Duck",51,1957,1,1956,5,24
"The Eyes Have It","Uncle Scrooge",17,1957,3,1956,5,24
"Relative Reaction","Uncle Scrooge",18,1957,6,1956,5,24
"The Secret Book","Uncle Scrooge",31,1960,9,1956,5,24
"Tree Trick","Uncle Scrooge",33,1961,3,1956,5,24
"In Kakimaw Country","Comics and Stories",202,1957,7,1956,5,31
"The Lost Peg Leg Mine","Donald Duck",52,1957,3,1956,6,14
"Losing Face","Comics and Stories",204,1957,9,1956,6,21
"The Day Duckburg Got Dyed","Comics and Stories",201,1957,6,1956,7,5
"Fishing Mystery","Uncle Scrooge",17,1957,3,1956,8,-1
"A Cold Bargain","Uncle Scrooge",17,1957,3,1956,8,2
"Gyro's Imagination Invention","Comics and Stories",199,1957,4,1956,9,20
"Red Apple Sap","Comics and Stories",205,1957,10,1956,9,25
"The Sure-Fire Gold Finder","Uncle Scrooge",18,1957,6,1956,10,11
"Special Delivery","Comics and Stories",203,1957,8,1956,10,11
"The Code of Duckburg","Comics and Stories",208,1958,1,1956,10,18
"Land of the Pygmy Indians","Uncle Scrooge",18,1957,6,1956,11,15
"Net Worth","Uncle Scrooge",18,1957,6,1956,11,15
"Forbidden Valley","Donald Duck",54,1957,7,1956,12,13
"Sagmore Springs Hotel","Comics and Stories",206,1957,11,1957,1,17
"The Tenderfoot Trap","Comics and Stories",207,1957,12,1957,1,17
"The Mines of King Solomon","Uncle Scrooge",19,1957,9,1957,2,15
"Gyro Builds a Better House","Uncle Scrooge",19,1957,9,1957,2,28
"History Tossed","Uncle Scrooge",19,1957,9,1957,2,28
"Wishing Stone Island","Comics and Stories",211,1958,4,1957,4,18
"Rocket Race Around the World","Comics and Stories",212,1958,5,1957,4,18
"Roscoe the Robot","Uncle Scrooge",20,1957,12,1957,4,25
"City of Golden Roofs","Uncle Scrooge",20,1957,12,1957,5,23
"Getting Thor","Uncle Scrooge",21,1958,3,1957,6,6
"Dogged Determination","Uncle Scrooge",21,1958,3,1957,6,6
"Forgotten Precaution","Uncle Scrooge",21,1958,3,1957,6,6
"The Big Bobber","Uncle Scrooge",33,1961,3,1957,6,6
"Windfall of the Mind","Uncle Scrooge",21,1958,3,1957,6,20
"The Titanic Ants!","Donald Duck",60,1958,7,1957,6,20
"Rescue Enhancement","Uncle Scrooge",20,1957,12,1957,7,25
"The Persistent Postman","Comics and Stories",209,1958,2,1957,7,25
"The Half-Baked Baker","Comics and Stories",210,1958,3,1957,7,25
"Dodging Miss Daisy","Comics and Stories",213,1958,6,1957,7,25
"The Money Well","Uncle Scrooge",21,1958,3,1957,8,22
"Mocking Bird Ridge","Comics and Stories",215,1958,8,1957,9,19
"Old Froggie Catapult","Comics and Stories",216,1958,9,1957,10,1
"Going to Pieces","Uncle Scrooge",22,1958,6,1957,10,31
"High Rider","Uncle Scrooge",22,1958,6,1957,10,31
"That Sinking Feeling","Uncle Scrooge",22,1958,6,1957,10,31
"Water Ski Race","Donald Duck",60,1958,7,1957,10,31
"The Balmy Swami","Uncle Scrooge",31,1960,9,1957,10,31
"The Windy Story","Uncle Scrooge",37,1962,3,1957,10,31
"The Golden River","Uncle Scrooge",22,1958,6,1957,11,21
"Moola on the Move","Uncle Scrooge",23,1958,9,1957,12,5
"Thumbs Up","Uncle Scrooge",33,1961,3,1957,12,5
"The Know-It-All Machine","Uncle Scrooge",22,1958,3,1957,12,12
"The Strange Shipwrecks","Uncle Scrooge",23,1958,9,1957,12,31
"The Fabulous Tycoon","Uncle Scrooge",23,1958,9,1958,1,9
"Gyro Goes for a Dip","Uncle Scrooge",23,1958,9,1958,1,9
"Bill Wind","Uncle Scrooge",25,1959,3,1958,1,10
"The Twenty-four Carat Moon","Uncle Scrooge",24,1958,12,1958,1,20
"The House on Cyclone Hill","Uncle Scrooge",24,1958,12,1958,1,20
"Noble Porpoises","Comics and Stories",218,1958,11,1958,2,14
"The Magic Ink","Uncle Scrooge",24,1958,12,1958,2,17
"The Sleepies","Donald Duck",81,1962,1,1958,2,17
"Tracking Sandy","Comics and Stories",221,1959,2,1958,3,5
"The Littlest Chicken Thief","Comics and Stories",219,1958,12,1958,3,12
"The Beachcombers' Picnic","Comics and Stories",224,1959,5,1958,3,19
"Lights Out","Uncle Scrooge",23,1958,9,1958,3,25
"Dramatic Donald","Comics and Stories",217,1958,10,1958,4,4
"Christmas in Duckburg","Christmas Parade",9,1958,12,1958,4,6
"Rocket-Roasted Christmas Turkey","Comics and Stories",220,1959,1,1958,4,14
"The Master Mover","Comics and Stories",222,1959,3,1958,4,14
"Spring Fever","Comics and Stories",223,1959,4,1958,4,18
"The Flying Dutchman","Uncle Scrooge",25,1959,3,1958,4,20
"Pyramid Scheme","Uncle Scrooge",25,1959,3,1958,4,20
"The Wishing Well","Uncle Scrooge",25,1959,3,1958,6,9
"Immovable Miser","Uncle Scrooge",25,1959,3,1958,6,9
"Return to Pizen Bluff","Uncle Scrooge",26,1959,6,1958,6,16
"Krankenstein Gyro","Uncle Scrooge",26,1959,6,1958,6,16
"The Money Champ","Uncle Scrooge",27,1959,9,1958,7,12
"His Handy Andy","Uncle Scrooge",27,1959,9,1958,7,12
"The Firefly Tracker","Uncle Scrooge",27,1959,9,1958,7,15
"The Prize of Pizarro","Uncle Scrooge",26,1959,6,1958,8,11
"The Lovelorn Fireman","Comics and Stories",225,1959,6,1958,8,15
"Kitty-Go-Round","Uncle Scrooge",25,1959,3,1958,9,9
"Poor Loser","Donald Duck",79,1961,9,1958,9,9
"The Floating Island","Comics and Stories",226,1959,7,1958,9,16
"Crawls for Cash","Uncle Scrooge",27,1959,9,1958,10,1
"The Black Forest Rescue","Comics and Stories",227,1959,8,1958,10,10
"The Good Deeds","Comics and Stories",229,1959,10,1958,10,15
"Black Wednesday","Comics and Stories",230,1959,11,1958,10,30
"All Choked Up","Uncle Scrooge",23,1958,9,1958,10,31
"The Watchful Parents","Comics and Stories",228,1959,9,1958,11,10
"The Wax Museum","Comics and Stories",231,1959,12,1958,11,17
"The Paul Bunyan Machine","Uncle Scrooge",28,1959,12,1958,12,15
"Knights of the Flying Sleds","Comics and Stories",233,1960,2,1959,1,2
"The Witching Stick","Uncle Scrooge",28,1959,12,1959,1,16
"The Inventors' Contest","Uncle Scrooge",28,1959,12,1959,1,16
"Oodles of Oomph","Uncle Scrooge",29,1960,3,1959,4,20
